x,y,z,T,node_groups
23.18780194069691,2.276584933036629,48.22427200668818,80.4284804100751,0.0
16.24758764353841,-20.87170507048235,56.58031797844237,80.53531326234095,0.0
1.479423373503345,-15.0624364488127,5.0,80.73281954758106,0.0
-22.45640599516702,12.60918799032008,48.55200893859738,80.44683136963029,0.0
2.872626942075295,35.35456686613215,63.0,80.5817843112914,0.0
2.2000555539139,6.85059752974441,57.135014841457,80.60983885316182,0.0
17.4442088696367,-5.938917187078989,35.30271403575593,80.52364508349339,0.0
21.33567619817475,-36.46712795335876,27.71633728107255,80.40548996141904,0.0
39.66286897590351,6.849768215079308,12.40502474938607,80.25289814223804,0.0
-29.9206311082899,-17.40621147945177,49.2867213938003,80.35472014756093,0.0
18.62965365520002,-31.73008160397919,15.71263265486757,80.46430417363013,0.0
-25.56464923356915,6.933642286165886,0.0,80.2900529957335,0.0
18.48268622454793,5.68654152050377,25.38858016242476,80.50484509144782,0.0
28.94757038094318,21.39940145927192,41.38460279061464,80.37989614313831,0.0
1.776631747024421,-16.28155679870935,32.04803907086779,80.73333259102567,0.0
-10.99748567327208,34.17650895689707,0.0,80.41960666797438,0.0
-9.238795325112898,-18.67316567634918,63.0,80.73169255145602,0.0
0.7572303458378632,-23.43309920910286,0.0,80.61496942447577,0.0
13.16623868439095,-38.03567613314699,26.7667701835343,80.49939277195053,0.0
16.01075965780605,-39.09882447312157,44.74021646570994,80.43871808469206,0.0
-14.58000515706476,-10.90517770536729,0.0,80.41393656649748,0.0
-13.96199525233987,19.24954441756953,42.45312729453001,80.61679498181628,0.0
5.316314276698063,14.0302418858992,41.75276043709928,80.73021984473874,0.0
-10.24196524516509,-38.92511590113548,33.43942392239444,80.52113787226844,0.0
-30.9039914976526,-19.18573118065425,38.27524485075939,80.36546314507333,0.0
34.97638733969436,-12.34640348044867,63.0,80.23681728908697,0.0
19.95034225900678,10.68709545576019,39.21500346979116,80.49823395250219,0.0
-4.265745018984457,-40.0233171967668,9.685366995546012,80.51058046229699,0.0
39.19340354988004,-9.161856699176797,16.90708758471402,80.27252524848804,0.0
-5.30808440984658,-41.9152327906925,20.9400325307395,80.49562866232796,0.0
5.314461346730641,41.9144247317568,23.86246071562944,80.49642221533585,0.0
5.622395540549372,-8.864831360609946,54.00493975675438,80.6326065960204,0.0
13.12428185925333,-38.050173793018,40.47194805054547,80.49926312883939,0.0
4.319131916363864,-18.56140793903472,38.68026944888847,80.73318648438003,0.0
9.71660260435275,-20.13618236128813,30.13333333333333,80.73324917773029,0.0
-17.15200659014839,31.6478635140564,0.0,80.3573451862607,0.0
23.0924177947274,7.041056803824629,0.0,80.31120199254916,0.0
-8.24362007858404,3.611252000949197,2.0,80.47313470204065,0.0
35.32612050328402,-1.142961006850695,45.33896630919276,80.3149876544193,0.0
22.74512324729253,33.20725626223089,42.79780032016301,80.41534779169845,0.0
-19.97108934421686,-37.23194986037272,0.0,80.25697957342518,0.0
17.62080352263412,32.14686142470065,33.52414358810508,80.49818654338414,0.0
7.437563551187302,21.02057662649667,5.0,80.72995920921798,0.0
23.00074751785477,-35.44048692695824,51.593910394505,80.36983694436263,0.0
-12.7580337728589,3.507745097357528,63.0,80.44666743993659,0.0
-4.103653604852264,13.38078802245594,12.16277993904819,80.73022037801934,0.0
-21.95165852109018,33.73702992519419,36.33643962786135,80.42738730189009,0.0
-12.67857582876441,40.30280653942441,65.0,80.34192399730647,0.0
-30.72724367961129,12.52902750101277,65.0,80.25164644539551,0.0
35.67405864177645,0.9910931020598699,0.0,80.20945165611207,0.0
35.47086952463925,-5.266946701253262,2.0,80.23082296620493,0.0
-13.2238304726839,27.78429046665307,6.258921166650022,80.54927736689467,0.0
14.0237878424401,-1.561220123661593,65.0,80.39705592156523,0.0
6.391160082175467,39.73934539979247,39.52294990506283,80.53871596922708,0.0
-40.57652248366765,11.77320360532397,3.652106203280009,80.19983351502674,0.0
30.46381411595621,-1.345592735376212,26.68859449617385,80.37274425817863,0.0
36.56198432180339,-0.4229964641398663,11.50888425536818,80.27367043335877,0.0
38.85540972571611,-10.50331543117342,40.29099632386068,80.29279370776683,0.0
-36.92566169611899,-20.53187785624516,14.15130879611671,80.26773396655217,0.0
6.396783074600251,39.73844066261921,46.32066646965935,80.53361652235435,0.0
25.84605620241986,30.85520829262628,36.02286153392131,80.39514603536922,0.0
10.41742842277916,-13.49769278907275,36.47644116703434,80.65283156876728,0.0
36.4674427032059,4.835362520411008,0.0,80.20187447820136,0.0
-19.69401810629476,-18.23753551730636,2.0,80.39726439790573,0.0
41.66677836873914,-6.99586166032261,58.10665279803705,80.21097668003277,0.0
-26.02602923387679,-25.32868205951721,38.55875662981093,80.41202844567106,0.0
-38.37223300143528,12.15048289096201,43.27345986270652,80.29131756671647,0.0
23.3547284827639,35.20822570787084,61.56762556003287,80.31002216273316,0.0
-41.0154348064661,10.13886619087797,7.209678989435264,80.21639638885694,0.0
-35.72538108566231,-18.54075635685346,43.48017103848516,80.31028531886686,0.0
13.23814797575625,-10.860217314103,2.0,80.46730684891178,0.0
9.439795404332976,19.19996019352281,26.27112931150534,80.73045414881163,0.0
-9.826139173074537,-4.128509078308489,2.0,80.46337622599617,0.0
-11.66072709934305,10.61679563056858,8.887706696211698,80.55448029026911,0.0
-3.826834323650945,13.26120467488715,67.5,80.7285684052866,0.0
16.39304726633801,-28.63964237868105,38.37790249211748,80.54506779742371,0.0
-34.25849943217257,21.12859949584524,46.62922178918027,80.31307745858942,0.0
4.69862814899962,-35.70771202163314,57.64798988648013,80.5954732065444,0.0
20.3117646010986,37.04719582896333,51.32805353639741,80.39096283953393,0.0
0.9696366242370708,8.369211968477734,63.0,80.58947147917868,0.0
-21.23567692851548,-10.12334140732437,23.8288062656754,80.47670680257009,0.0
9.773787711338407,-39.04530155823733,5.83236127942452,80.45216502198386,0.0
-29.57018973524408,-19.04931238772252,29.05988098845751,80.38153737126841,0.0
29.98827969425963,-18.98235239905802,44.35338398254729,80.36617704832132,0.0
5.884768412648153,-39.81748360619363,59.58852563161512,80.48977272920061,0.0
-8.582313384212428,-4.76253565868086,55.61155093564152,80.5584329783004,0.0
0.17350335933112,32.49849471592103,51.44154383052404,80.72964923559076,0.0
